#Omegam Omegade Omegab w0 wa h ns sigma8 aIA etaIA betaIA
4.692092233289517e6	587620.9755774277	-797280.2637002537	-192276.11768227976	-38110.557153267306	203956.5041924816	259209.275141098	3.1419281607396407e6	-3103.517866551437	-2871.488136351876	5048.232761294929
587620.9755774277	81713.12779743926	-86233.92748262272	-25626.395725154198	-5538.466728524124	21339.54446231456	22599.877359365506	403528.68633617833	-112.81639638169844	-65.27142890125724	297.80939877142237
-797280.2637002537	-86233.92748262272	275441.8211013492	27591.49099599756	4986.926778832864	-67857.84391128935	-91013.35729940426	-500174.4829777145	1511.331669588934	1769.1848520621002	-1504.7614192776398
-192276.11768227976	-25626.395725154198	27591.49099599756	8591.750678642506	1759.681937484427	-6706.740758644879	-6930.013411867215	-129840.86499947005	123.89223020268514	136.87692259182353	-147.5207193553935
-38110.557153267306	-5538.466728524124	4986.926778832864	1759.681937484427	388.7980947965528	-1171.7674375173285	-953.7831473031811	-26339.60220314493	5.798383657201274	6.14726489882813	-9.113882908178438
203956.5041924816	21339.54446231456	-67857.84391128935	-6706.740758644879	-1171.7674375173285	17450.162167419097	25293.265185430602	128721.65734283987	-383.8912952877625	-440.3475879175946	402.86249125162686
259209.275141098	22599.877359365506	-91013.35729940426	-6930.013411867215	-953.7831473031811	25293.265185430602	42946.28721443684	161166.95667575698	-594.6128874912279	-662.3944387565806	665.208505445486
3.1419281607396407e6	403528.68633617833	-500174.4829777145	-129840.86499947005	-26339.60220314493	128721.65734283987	161166.95667575698	2.1275515400335365e6	-1662.2718385056307	-1450.2279163290395	2936.7049743454254
-3103.517866551437	-112.81639638169844	1511.331669588934	123.89223020268514	5.798383657201274	-383.8912952877625	-594.6128874912279	-1662.2718385056307	68.77462960090241	94.23392709914333	-32.89411319594108
-2871.488136351876	-65.27142890125724	1769.1848520621002	136.87692259182353	6.14726489882813	-440.3475879175946	-662.3944387565806	-1450.2279163290395	94.23392709914333	134.7049922102795	-31.854013580129944
5048.232761294929	297.80939877142237	-1504.7614192776398	-147.5207193553935	-9.113882908178438	402.86249125162686	665.208505445486	2936.7049743454254	-32.89411319594108	-31.854013580129944	48.001534824282125
