#Omegam Omegade Omegab w0 wa h ns sigma8 aIA etaIA betaIA b1 b2 b3 b4 b5
7.595286080666747e6	1.2562644912997321e6	-1.5540904881297704e6	-706044.6315239767	-124093.68743671078	223352.57987848023	564082.1666553945	1.9850494140417115e6	-2181.9859214310904	-2190.917539734367	3240.5773125261917	-742986.0966569106	-260651.82542505936	-158623.5057078031	-109437.02259664526	-83993.75175762456

1.2562644913005815e6	356471.0996286919	24898.339539337197	-237585.06045135006	-44976.06774054852	-34768.83462131431	94469.52717726894	-301959.07432803663	-206.16820827392897	-181.9129929804269	366.04947232635755	-174427.6215967876	-124032.69872714003	-98987.47734083456	-82455.91546209333	-77873.54612877486

-1.554090488098829e6	24898.339543870796	3.03078352968364e6	-66565.24428455818	-13873.906051612797	-691791.1369885209	-431128.8141224994	-933543.8645711414	854.1246827143362	1087.722435871477	-647.4341317067649	-69711.81315228964	-67548.63006131796	-46560.774750794895	-34645.15998264596	-22480.661471215637

-706044.6315254327	-237585.06045143917	-66565.24427958958	184679.58275062128	33490.93910757495	29512.738944460056	-70344.18842826194	522916.22563496	97.2107404583162	119.58617586891013	-82.77643177347196	154188.06157287705	106094.68746201345	81824.75506566699	67350.81137008982	65953.5399419138

-124093.68743691148	-44976.06774055332	-13873.906050691598	33490.93910756195	6371.962512167947	7690.5622683480715	-12998.487579177889	89272.70344169039	14.16342884772435	16.343949186448157	-15.698916061764038	20620.018620672363	17968.131309369415	15826.998536749465	14074.989638194644	14381.949387647293

223352.57986746693	-34768.834622157505	-691791.1369637642	29512.738945044654	7690.562268506971	379641.96685830003	51510.43328406975	155767.54606441816	-231.69926938287242	-285.55852810660974	198.0155548400191	9913.926036242196	7588.77209088426	3100.588731721432	736.8817545153759	-2064.4251319585373

564082.1666556171	94469.52717698165	-431128.8141344445	-70344.18842773004	-12998.48757910539	51510.433288105254	161377.35174442222	-87426.91720181136	-400.6379243239028	-475.5791509412705	382.7912303021775	-18035.86113471912	-30820.559999259556	-34239.555587437295	-34105.326530132945	-40430.80516314073

1.9850494140415085e6	-301959.07432806864	-933543.8645700937	522916.2256349574	89272.7034416921	155767.54606420896	-87426.91720187386	5.362585490059591e6	-1656.5747591587285	-1524.5487758241832	2741.629436303955	565774.3963708077	444988.64092601096	339002.96715468145	282218.872281354	293860.86345863726

-2181.9859214310904	-206.16820827392897	854.1246827143362	97.2107404583162	14.16342884772435	-231.69926938287242	-400.6379243239028	-1656.5747591587285	145.36517547895448	172.53888081309083	-130.57328999186512	45.76204400611379	-31.70882842521456	-47.39560311644858	-61.95571436208491	-19.83502345512971

-2190.917539734367	-181.9129929804269	1087.722435871477	119.58617586891013	16.343949186448157	-285.55852810660974	-475.5791509412705	-1524.5487758241832	172.53888081309083	216.02583709574478	-129.3053739160355	56.1443490517801	-12.90332061793607	-41.830477833150184	-56.86526445349921	-18.606689315718864

3240.5773125261917	366.04947232635755	-647.4341317067649	-82.77643177347196	-15.698916061764038	198.0155548400191	382.7912303021775	2741.629436303955	-130.57328999186512	-129.3053739160355	178.76033636139545	-43.861784837157046	102.91503290601494	85.27670141137244	82.87746624196377	21.97802047956816

-742986.0966569106	-174427.6215967876	-69711.81315228964	154188.06157287705	20620.018620672363	9913.926036242196	-18035.86113471912	565774.3963708077	45.76204400611379	56.1443490517801	-43.861784837157046	476511.24645143846	41864.27113511965	802.6834464851806	454.154785448873	132.2811599348169

-260651.82542505936	-124032.69872714003	-67548.63006131796	106094.68746201345	17968.131309369415	7588.77209088426	-30820.559999259556	444988.64092601096	-31.70882842521456	-12.90332061793607	102.91503290601494	41864.27113511965	225880.12048367335	31931.310083324366	402.99538351359524	744.1673310418574

-158623.5057078031	-98987.47734083456	-46560.774750794895	81824.75506566699	15826.998536749465	3100.588731721432	-34239.555587437295	339002.96715468145	-47.39560311644858	-41.830477833150184	85.27670141137244	802.6834464851806	31931.310083324366	150433.01623707116	32111.75135017334	1240.5324961372628

-109437.02259664526	-82455.91546209333	-34645.15998264596	67350.81137008982	14074.989638194644	736.8817545153759	-34105.326530132945	282218.872281354	-61.95571436208491	-56.86526445349921	82.87746624196377	454.154785448873	402.99538351359524	32111.75135017334	111433.21772918775	28528.49566076009

-83993.75175762456	-77873.54612877486	-22480.661471215637	65953.5399419138	14381.949387647293	-2064.4251319585373	-40430.80516314073	293860.86345863726	-19.83502345512971	-18.606689315718864	21.97802047956816	132.2811599348169	744.1673310418574	1240.5324961372628	28528.49566076009	137833.69111096777
