#Omegam Omegab w0 wa h ns sigma8 b1 b2 b3 b4 b5 b6 b7 b8 b9 b10
6.636089806485645e6	-1.1252514941756645e7	3.8593861146076038e6	820302.2613822964	2.8284962690985594e6	3.192934605026192e6	2.1419122769795824e7	1.1944272240078356e6	1.133932455761836e6	968143.2056851707	890689.5259984115	828686.1636494392	804474.8128365146	794279.6834255283	775165.0856914123	722582.0812285485	440356.38741244376
-1.1252514941756645e7	1.9770064529343493e7	-6.51276310950188e6	-1.356090812296093e6	-4.947232796595541e6	-5.822708581943037e6	-3.658160726220966e7	-2.5973931782744555e6	-2.1352599907254325e6	-1.723916005378159e6	-1.5502292192870067e6	-1.3815563374411177e6	-1.306940001780295e6	-1.2513351174833565e6	-1.1814612725482227e6	-1.0513164015267477e6	-599880.2503945236
3.8593861146076038e6	-6.51276310950188e6	2.682587934243682e6	561280.5143519089	1.637944575274352e6	1.794277427104053e6	1.4903404273913972e7	916396.3595187397	877358.2288998221	750127.37604123	670617.5115137212	614548.8175469664	570324.3220424318	533144.5179649006	494257.6736008163	437090.94500139187	263943.35276346863
820302.2613822964	-1.356090812296093e6	561280.5143519089	120864.5284686617	335587.90908223577	334511.9755113855	3.055729698094779e6	126896.88006916133	147272.80001076742	141021.56136799397	136119.19656242875	131449.30631734445	127256.18380399153	123958.03854814048	118715.0941135229	110426.97406198572	70495.65306340993
2.8284962690985594e6	-4.947232796595541e6	1.637944575274352e6	335587.90908223577	1.2745550083998716e6	1.6089906415100668e6	9.298633246837702e6	811231.8559170848	583735.052015334	436038.7290017895	370155.90632334806	331676.2410419851	309229.62407609395	291718.98935339117	275737.819219115	244238.8319299739	136912.2856388439
3.192934605026192e6	-5.822708581943037e6	1.794277427104053e6	334511.9755113855	1.6089906415100668e6	2.564533728141171e6	1.075841640525616e7	1.646755648280684e6	932925.9673825994	578419.6386470135	407051.09799178963	304168.06737440056	236228.00341956917	185806.4685558746	142290.29673246786	96126.94477975299	28398.321647330005
2.1419122769795824e7	-3.658160726220966e7	1.4903404273913972e7	3.055729698094779e6	9.298633246837702e6	1.075841640525616e7	8.41659512641918e7	6.458603210943042e6	5.520907721342358e6	4.415431309815357e6	3.7600040606748573e6	3.3049111945655644e6	2.9766042991298735e6	2.712071681485687e6	2.457376853694614e6	2.1325833478205884e6	1.2587020378171213e6
1.1944272240078356e6	-2.5973931782744555e6	916396.3595187397	126896.88006916133	811231.8559170848	1.646755648280684e6	6.458603210943042e6	3.066623387305122e6	306118.42624114995	10916.384093202792	1810.652100577227	203.766169750954	29.4847662427525	5.45472843747187	0.9395087691028414	0.2313099521793065	0.04618228856870536
1.133932455761836e6	-2.1352599907254325e6	877358.2288998221	147272.80001076742	583735.052015334	932925.9673825994	5.520907721342358e6	306118.42624114995	1.7847562248143675e6	337987.5488168253	13014.099747688128	2112.54473651072	235.28653997566957	38.17299726348585	5.795254575863681	1.095499452650103	0.19955118958653675
968143.2056851707	-1.723916005378159e6	750127.37604123	141021.56136799397	436038.7290017895	578419.6386470135	4.415431309815357e6	10916.384093202792	337987.5488168253	1.1480835884117028e6	322579.48519306915	13073.219207786979	2383.0465300863816	229.86000432699154	35.02671716349981	4.736926528907991	0.681523322898955
890689.5259984115	-1.5502292192870067e6	670617.5115137212	136119.19656242875	370155.90632334806	407051.09799178963	3.7600040606748573e6	1810.652100577227	13014.099747688128	322579.48519306915	867273.3292567189	290481.3195110277	13184.660308807826	2202.2163917030102	184.4606782006017	25.046802715422704	2.8732071402251966
828686.1636494392	-1.3815563374411177e6	614548.8175469664	131449.30631734445	331676.2410419851	304168.06737440056	3.3049111945655644e6	203.766169750954	2112.54473651072	13073.219207786979	290481.3195110277	719014.5747819175	260010.11929117088	11984.021283202012	1635.4336767059249	123.02678909335235	13.081239478919427
804474.8128365146	-1.306940001780295e6	570324.3220424318	127256.18380399153	309229.62407609395	236228.00341956917	2.9766042991298735e6	29.4847662427525	235.28653997566957	2383.0465300863816	13184.660308807826	260010.11929117088	633429.2833222153	231875.43509458695	9414.845938094608	992.4641640905479	64.59575563430171
794279.6834255283	-1.2513351174833565e6	533144.5179649006	123958.03854814048	291718.98935339117	185806.4685558746	2.712071681485687e6	5.45472843747187	38.17299726348585	229.86000432699154	2202.2163917030102	11984.021283202012	231875.43509458695	586453.3387728937	200022.7597272984	6246.38103149987	435.033934013169
775165.0856914123	-1.1814612725482227e6	494257.6736008163	118715.0941135229	275737.819219115	142290.29673246786	2.457376853694614e6	0.9395087691028414	5.795254575863681	35.02671716349981	184.4606782006017	1635.4336767059249	9414.845938094608	200022.7597272984	573366.410045992	150887.70848723408	2711.512726326395
722582.0812285485	-1.0513164015267477e6	437090.94500139187	110426.97406198572	244238.8319299739	96126.94477975299	2.1325833478205884e6	0.2313099521793065	1.095499452650103	4.736926528907991	25.046802715422704	123.02678909335235	992.4641640905479	6246.38103149987	150887.70848723408	579584.1715890378	75701.59469273225
440356.38741244376	-599880.2503945236	263943.35276346863	70495.65306340993	136912.2856388439	28398.321647330005	1.2587020378171213e6	0.04618228856870536	0.19955118958653675	0.681523322898955	2.8732071402251966	13.081239478919427	64.59575563430171	435.033934013169	2711.512726326395	75701.59469273225	395773.19344656845
