#Omegam Omegade Omegab w0 wa h ns sigma8 aIA etaIA betaIA b1 b2 b3 b4 b5 b6 b7 b8 b9 b10
2.2448056278623927e7	2.729384560532207e6	-7.5759392637206325e6	-736545.9792049702	-77409.15443360718	2.0727881079275317e6	3.158931073154199e6	1.2121515766137395e7	12357.832138394308	22771.546074898317	9932.395992262402	-1.827543275588166e6	-563371.2915209909	-167122.79486627725	-3475.898429488472	93396.30127701204	169641.8683059308	234654.08290270978	280646.03308380867	298074.44134233525	169238.26733814494
2.729384560532207e6	3.1289628658436392e6	5.353612616965394e6	-2.916795926622362e6	-608803.3272279369	-1.3059922899399956e6	-1.2367057103202986e6	-1.262008446456952e7	-6415.437606736365	-9753.495138671427	341.6792706481183	-1.0086776311362932e6	-970597.2578835614	-813711.2655734585	-716582.9792657449	-640234.3166965812	-582979.8992299045	-534196.1703638816	-485010.38150216953	-416663.5134619747	-225878.26158546467
-7.5759392637206325e6	5.353612616965394e6	2.015192860234964e7	-6.359557505813365e6	-1.3254955801522154e6	-5.078877393177159e6	-6.141011974766788e6	-3.7305368978792325e7	425.7051754280593	-10.164993399874902	-1747.3118279059531	-2.478640245734823e6	-2.114007879048132e6	-1.710010097490485e6	-1.5428858328560505e6	-1.3781920633473066e6	-1.3058110927672745e6	-1.2526003213055155e6	-1.1841395421033953e6	-1.0450576753712216e6	-536276.91386459
-736545.9792049702	-2.916795926622362e6	-6.359557505813365e6	2.9672716164680733e6	613897.3487627968	1.591860099220177e6	1.7116578709767212e6	1.460695228261165e7	2905.405091274759	4412.183621039054	-173.65999427441778	1.1678525426196815e6	1.0250842591002373e6	830269.9395942729	720906.6544432433	645256.5143801502	589277.2103281106	544481.8292515173	500396.8953674254	436736.4889455125	241664.7430449817
-77409.15443360718	-608803.3272279369	-1.3254955801522154e6	613897.3487627968	131185.9192522002	326854.3278152694	320789.35671401117	2.9976958709640047e6	805.9175691796302	1249.440769440362	19.950298638524377	161981.23535148587	173471.8625954712	157920.10394701856	147828.73399702995	139210.44876760824	132387.29893310936	127201.56259193558	120548.36404120488	110408.00863594552	64555.9653613739
2.0727881079275317e6	-1.3059922899399956e6	-5.078877393177159e6	1.591860099220177e6	326854.3278152694	1.319148459899967e6	1.71342332099107e6	9.540456826257473e6	-224.31329001436936	-126.72595091720098	572.4257395047	768596.138916566	577590.8114363557	432578.60380836285	368221.3579813279	330891.83335543756	308960.64796214824	292034.4941563467	276421.4444027883	242770.50925969094	121930.46620892809
3.158931073154199e6	-1.2367057103202986e6	-6.141011974766788e6	1.7116578709767212e6	320789.35671401117	1.71342332099107e6	2.7930341420849157e6	1.13203314744552e7	-877.653813181893	-906.2171657167551	1161.870763865264	1.5436267509520892e6	921832.7473257747	574068.087133126	404333.4089610833	303515.0691508473	236061.55312150688	186126.11885631538	142905.01822985278	95448.55950114258	21633.25504380009
1.2121515766137395e7	-1.262008446456952e7	-3.7305368978792325e7	1.460695228261165e7	2.9976958709640047e6	9.540456826257473e6	1.13203314744552e7	8.557499972736226e7	100.29421137128065	1366.0566000361173	3163.9495376113023	6.203067544327883e6	5.472342380280839e6	4.379353365940134e6	3.7423226953129657e6	3.296841909708781e6	2.9737092791428403e6	2.7138094276749017e6	2.46157676989433e6	2.1231536674792697e6	1.1511592702751488e6
12357.832138394308	-6415.437606736365	425.7051754280593	2905.405091274759	805.9175691796302	-224.31329001436936	-877.653813181893	100.29421137128065	3259.7210110126102	5167.976869552382	399.2969227959636	87.88040226320884	-28.486085357513623	30.17133874107124	8.843697909058402	-1.614907912836113	41.60674238260956	49.49195904759469	59.350971080201205	-24.390452820418552	-154.05270252032852
22771.546074898317	-9753.495138671427	-10.164993399874902	4412.183621039054	1249.440769440362	-126.72595091720098	-906.2171657167551	1366.0566000361173	5167.976869552382	8378.790576285848	1124.6907545040078	52.763914631751994	-29.354217410686335	29.085919324908993	8.19134682007071	3.784349052532571	45.09694000601812	60.39980501107679	86.430818183337	-53.24005983619235	-267.48303800713086
