# Omegam Omegab w0 wa h ns sigma8 aIA etaIA betaIA
3.612620488807736e6	-712728.4234312117	-166754.59911812068	-32566.513703048862	189191.5321015711	235269.73372631372	2.6829670221410077e6	-2876.973870116628	-2614.1949455603203	4793.793194127574
-712728.4234312117	277456.16165379	27585.375001133918	4976.394856275003	-68414.331324337	-91124.97566814153	-489270.7505387089	1540.9736957430555	1820.2298093563604	-1492.7231949877025
-166754.59911812068	27585.375001133918	8581.99025808217	1756.896471417471	-7039.869948733556	-6809.837719878226	-126843.84893819352	120.53927569637958	131.3146217102328	-148.75564574463107
-32566.513703048862	4976.394856275003	1756.896471417471	388.2309737495983	-1235.5338433692916	-919.3760763211209	-25716.896453369103	3.8692461058994656	2.9929474608201443	-9.60818772259141
189191.5321015711	-68414.331324337	-7039.869948733556	-1235.5338433692916	17613.579529762766	25238.56579568444	130698.20913388985	-390.49115899516613	-449.8482525224375	404.82918345472746
235269.73372631372	-91124.97566814153	-6809.837719878226	-919.3760763211209	25238.56579568444	42954.549573999175	155967.77906659263	-614.2789191791206	-695.1544625396748	659.3988105825413
2.6829670221410077e6	-489270.7505387089	-126843.84893819352	-25716.896453369103	130698.20913388985	155967.77906659263	2.0346433838436198e6	-1523.6817543354214	-1247.890329713839	2907.5267605626027
-2876.973870116628	1540.9736957430555	120.53927569637958	3.8692461058994656	-390.49115899516613	-614.2789191791206	-1523.6817543354214	74.26249420497385	103.16523159903879	-31.884164028107588
-2614.1949455603203	1820.2298093563604	131.3146217102328	2.9929474608201443	-449.8482525224375	-695.1544625396748	-1247.890329713839	103.16523159903879	149.24295662168467	-30.21116596990617
4793.793194127574	-1492.7231949877025	-148.75564574463107	-9.60818772259141	404.82918345472746	659.3988105825413	2907.5267605626027	-31.884164028107588	-30.21116596990617	48.16284627109494
